User_Name,Current_Bank,Card_Type,Grocery,Travelling,Electricity,Internet,EMI,Dining,Entertainment,OTT,Ecommerce,UPI_Transactions,Total_Discount_Earned
User_71,ICICI,Premium,14543,9337,617,14417,19435,14809,13734,6060,1346,11454,6223.02
User_72,ICICI,Rewards,6969,9833,17108,13319,4708,6783,2548,6733,13441,13107,4486.39
User_73,Kotak,Cashback,2417,7488,18910,15094,13477,509,17144,10365,2719,7541,3316.56
User_74,Amex,Premium,2119,9012,1842,11068,19716,19708,18878,14731,3990,9810,8773.44
User_75,HDFC,Cashback,12719,735,10661,2408,9067,4030,5756,19519,8662,19444,4462.78
User_76,Kotak,Premium,6451,8507,9564,16024,19782,577,8077,17484,14560,17949,5459.41
User_77,HDFC,Travel,11035,10010,7443,12454,8304,7065,6484,5170,19074,9684,4224.24
User_78,HDFC,Cashback,1748,11746,13290,18881,4187,4518,11802,2470,8889,18086,3882.22
User_79,ICICI,Premium,15874,6288,5908,9946,1422,919,19088,11289,1620,11760,4990.23
User_80,Amex,Rewards,17834,2836,5873,2743,19529,5112,14446,18749,11604,13929,6383.99
User_81,Kotak,Cashback,6871,6859,8363,3728,14882,19255,3391,4256,16270,16978,4266.91
User_82,SBI,Rewards,10647,1293,2616,6279,12798,14653,11611,11289,11897,13499,3419.59
User_83,ICICI,Travel,2943,10957,10880,8283,11973,17868,15828,1327,7647,4951,7103.42
User_84,Axis,Cashback,6459,626,9295,12141,7696,12059,3868,4297,15614,14218,3962.62
User_85,HDFC,Travel,3976,3917,2145,15255,19914,19756,3572,2354,5162,7014,4354.93
User_86,Amex,Rewards,10024,6956,4712,13724,8470,17420,2125,10814,8473,9077,7536.8
User_87,ICICI,Rewards,4100,7283,13726,9646,5471,13990,18089,13451,12812,2490,10374.09
User_88,Axis,Travel,13972,4880,5257,19597,10895,16741,6088,17850,5444,13895,4215.62
User_89,HDFC,Cashback,4743,10416,10484,2259,9681,2982,1451,2579,3217,10192,1855.93
User_90,Kotak,Premium,18949,1268,5990,16034,7145,5732,11985,6297,12842,8538,4849.93
User_91,SBI,Premium,5373,1981,10593,14922,16938,8143,16208,11771,17716,13100,4060.41
User_92,SBI,Premium,11182,16880,9019,3800,7222,7718,3554,14075,8470,2643,3612.86
User_93,Kotak,Premium,15649,19422,12675,8856,15570,1322,17827,14789,6650,4925,5716.02
User_94,HDFC,Rewards,3952,9606,14359,18192,9205,10612,5341,15858,1909,5066,7119.34
User_95,Axis,Premium,15096,1304,13721,1779,13692,7583,11593,18271,13380,16017,4709.84
User_96,SBI,Travel,16586,5331,19652,3686,3073,13308,3099,4533,8928,1804,2753.91
User_97,HDFC,Travel,18185,19425,18935,9133,11872,9496,16958,5975,7684,13375,5308.46
User_98,Amex,Travel,17225,18958,8492,16146,17529,4763,14560,15656,9146,12164,8304.23
User_99,ICICI,Cashback,19565,4129,3567,6441,18270,19750,12055,13581,7319,11546,5478.82
User_100,SBI,Travel,3211,5353,8215,9442,16007,16326,2262,16350,12612,13152,2611.13
User_101,SBI,Travel,15036,653,8117,2024,2620,15548,2843,5636,1740,560,1688.2
User_102,SBI,Premium,12812,13850,12918,1752,8863,10150,19206,16814,4590,7460,4027.81
User_103,Amex,Cashback,17213,4140,1841,12355,838,6395,12754,19592,11844,2250,4101.19
User_104,Amex,Travel,7619,5819,16396,12418,14349,5373,5306,9092,12682,17274,4252.78
User_105,Kotak,Rewards,9320,4732,11622,15523,8507,18405,9518,2000,7237,3794,4821.78
User_106,Kotak,Premium,19926,4997,18350,1114,9874,3167,13909,17014,3483,13151,5129.41
User_107,HDFC,Premium,15817,17804,8064,16020,14237,9823,15729,12213,9002,1045,6408.2
User_108,Kotak,Rewards,10496,16275,14419,4310,7706,9505,16871,12816,18916,8936,6616.85
User_109,Axis,Cashback,771,18655,11116,4861,7569,17804,3930,13176,11316,2550,4058.39
User_110,Amex,Travel,2533,645,14769,8332,14786,3132,4994,15652,9655,10926,2392.44
User_111,ICICI,Cashback,12760,9630,5305,1306,8702,2368,15061,16012,15399,16720,5275.82
User_112,Kotak,Cashback,4064,1889,12093,7774,17708,19149,17820,11245,14699,16376,5425.45
User_113,Amex,Travel,7714,1226,19620,14332,11862,18797,10606,8157,19350,15051,6393.86
User_114,SBI,Premium,8406,7787,1392,10722,5175,2433,18264,12373,18174,18524,3780.53
User_115,SBI,Rewards,18102,5516,14274,10252,17838,16085,7791,1474,4633,15163,4183.33
User_116,SBI,Cashback,5795,14413,9605,8728,10403,3520,9487,13380,5733,10016,2596.96
User_117,Kotak,Cashback,19046,19629,2091,11803,6683,1812,7814,19267,2639,15188,4387.69
User_118,SBI,Rewards,18588,7424,862,19488,13981,4238,2969,16606,17440,9517,4510.73
User_119,HDFC,Rewards,15370,13213,8061,3219,12200,4241,10266,4498,19287,16577,4776.55
User_120,Amex,Cashback,794,10677,10382,1636,2564,7509,13487,5043,1507,5945,3437.58
User_121,SBI,Travel,12218,9939,13781,1935,1071,2882,5584,17161,14007,7559,2761.16
User_122,Axis,Travel,7991,15027,17924,15359,8573,9577,19636,11883,16878,2853,6381.16
User_123,Kotak,Premium,17570,12439,2928,11796,8313,14914,12301,12245,13525,3856,6221.04
User_124,Axis,Cashback,7040,16922,3842,9578,3344,10896,17982,18707,14498,13761,5525.01
User_125,Axis,Travel,12222,19780,12145,15583,1488,6946,16835,16633,2182,6126,5855.9
User_126,HDFC,Travel,12655,17817,11925,2480,16022,19940,9484,17675,16383,5890,7108.64
User_127,Axis,Premium,2107,7073,17868,6276,4176,3880,9211,9282,17934,14497,4692.68
User_128,ICICI,Premium,6842,17843,6559,9384,6155,12591,19830,15751,1026,3724,7957.92
User_129,Kotak,Travel,12036,14047,18759,2263,9212,6297,9708,5609,17000,2933,3611.61
User_130,SBI,Premium,4667,18273,8857,6654,9420,18927,17662,713,4262,13899,3197.03
User_131,HDFC,Cashback,7231,6291,16322,9283,14121,16519,3220,9405,9627,16885,5199.04
User_132,HDFC,Cashback,14556,12736,18833,14951,17801,10933,16025,589,18593,10861,5535.74
User_133,ICICI,Rewards,3541,605,9578,18779,6590,6582,17518,2425,18940,7417,8170.67
User_134,HDFC,Rewards,1052,4411,3889,14129,2930,958,13895,707,1399,12153,3000.38
User_135,ICICI,Travel,9101,1394,1014,4609,13758,15813,15849,7679,10826,12287,5377.5
User_136,Amex,Cashback,14112,18150,5280,18811,12394,2856,5290,17190,10681,7557,3619.54
User_137,SBI,Travel,5144,16211,3420,16502,14525,9446,13232,6736,16809,14018,3419.35
User_138,HDFC,Rewards,7505,14536,17042,1456,2571,9095,15640,13303,3953,7175,6663.66
User_139,Axis,Premium,16421,18596,15782,5203,7063,12503,11317,11671,13082,12701,6198.77
User_140,SBI,Rewards,12973,9961,16096,1029,19842,13265,14410,12061,9631,1025,4000.26
User_141,Kotak,Travel,874,12697,5148,2865,18409,2146,513,5099,2778,14796,1982.85
User_142,Axis,Travel,4314,13625,3716,2613,10738,14260,13088,3874,6930,19965,4865.83
User_143,SBI,Travel,17153,11331,6224,11583,13649,9972,6776,16135,6395,14494,3174.84
User_144,Axis,Cashback,11052,17459,6599,9999,3678,19618,6616,16063,4068,10347,3976.03
User_145,Axis,Premium,19087,18274,2242,18809,1119,18158,17840,2439,16501,1468,6731.63
User_146,Amex,Premium,781,15860,6762,1558,11224,5678,7480,9700,1729,8967,5036.34
User_147,Amex,Travel,1739,5870,16670,625,13004,15898,7138,7070,3749,9610,5666.51
User_148,Axis,Travel,12615,6794,6257,13095,2469,11485,17775,4970,10725,10056,4304.46
User_149,HDFC,Rewards,10491,8019,14169,5112,12873,18082,16052,15146,5738,16077,9195.71
User_150,SBI,Travel,16004,4219,802,12644,17870,10555,4940,3572,14098,14787,2666.15
User_151,Kotak,Cashback,10019,13880,12365,8625,3791,4533,5605,17587,8633,17458,4098.23
User_152,HDFC,Cashback,8348,13475,7424,988,7614,16240,3673,2167,4614,4053,3110.79
User_153,ICICI,Cashback,1500,16138,18272,5950,4212,1867,8689,9513,17338,19656,4432.63
User_154,HDFC,Premium,5306,2690,9608,12678,3375,6092,18324,13092,9427,14937,5179.27
User_155,ICICI,Rewards,7510,11707,3489,12540,9718,6971,3363,11193,1677,5260,4518.58
User_156,Axis,Cashback,16853,12056,12063,14551,11522,8734,16673,13678,7070,906,3929.68
User_157,SBI,Rewards,4931,7042,9406,4646,12546,13111,13576,17024,5382,14613,3182.33
User_158,Kotak,Cashback,17847,7651,4110,10384,7394,13967,16989,10373,12789,12708,5282.85
User_159,Amex,Premium,2637,1786,16210,11871,16445,7552,4154,19243,16100,9136,4587.58
User_160,ICICI,Premium,10167,12649,2298,10100,5995,10400,14173,11630,15722,1800,7128.89
User_161,Kotak,Premium,19981,5116,16893,11117,6252,10352,6795,17956,3725,1816,5268.61
User_162,Axis,Travel,7307,4183,7727,3773,645,5510,16535,3540,10154,17366,3313.93
User_163,Axis,Travel,17514,15496,16836,9353,12195,3352,16514,1487,8122,9660,4772.49
User_164,Kotak,Cashback,7152,7921,1269,18227,14614,4858,12043,19233,6199,18125,4681.24
User_165,Kotak,Travel,7264,12823,13531,14552,13140,8343,14710,16956,10606,5689,4691.65
User_166,HDFC,Rewards,17591,18688,7204,4213,5551,11256,2975,4110,4755,14984,4682.38
User_167,Kotak,Premium,8758,8479,2928,12845,7926,9033,5749,19701,10186,14609,5124.01
User_168,Axis,Premium,1161,12575,15288,10560,16336,11026,3874,707,3165,19377,3581.62
User_169,Kotak,Cashback,3583,14211,10623,7623,11254,2179,16401,736,7946,4943,2748.63
User_170,SBI,Premium,9055,19252,17169,648,13895,5395,17896,11523,11199,10215,4064.99
User_171,ICICI,Cashback,16663,6282,19292,17224,3317,15596,19380,5799,10417,18573,6433.44
User_172,Axis,Travel,4906,18326,10882,4937,5935,4607,1060,12829,2326,11921,4406.04
User_173,ICICI,Travel,8129,8825,8193,8764,13186,14216,7221,19862,7873,6407,5995.46
User_174,ICICI,Premium,6156,9484,8786,6401,5417,8929,15216,16295,11638,3030,6584.18
User_175,HDFC,Travel,17932,6272,15976,19413,16251,3464,7637,17847,17420,14391,5612.84
User_176,Amex,Premium,8467,12915,12371,12416,9234,1345,19920,2994,13177,19603,5891.43
User_177,Amex,Rewards,5679,7110,6930,7654,14328,10645,6988,4350,17573,14064,6742.79
User_178,HDFC,Rewards,12668,5948,18063,9574,6906,9300,14583,2138,10840,1882,5699.91
User_179,Axis,Premium,3792,9511,919,12911,5017,15922,10200,6193,1267,18928,3799.94
User_180,SBI,Rewards,2049,10456,6640,11337,4216,4981,7048,19177,5337,8258,2672.26
User_181,Amex,Travel,8493,6042,15328,16552,2885,14808,1171,663,9156,11734,5198.46
User_182,HDFC,Premium,11134,5298,19239,11249,6327,5219,1093,7894,14556,11136,4485.34
User_183,HDFC,Cashback,516,3691,892,6772,17455,4131,6672,9812,19163,9406,4110.81
User_184,ICICI,Premium,19131,16962,8580,7599,15416,7583,9723,5440,3956,8288,5769.97
User_185,SBI,Premium,3211,11780,18552,17031,12589,10642,17249,16087,10366,5031,4154.28
User_186,SBI,Rewards,9464,6993,11259,5939,14973,10265,13779,7011,11983,18130,3595.47
User_187,HDFC,Cashback,19893,12324,18711,7479,10332,13004,7410,14589,2696,6478,4965.44
User_188,ICICI,Travel,1280,10408,6803,15186,4483,10003,17405,13570,12732,5083,7393.72
User_189,SBI,Travel,16877,7628,12389,12775,2961,14791,14536,11935,1185,19044,3232.62
User_190,Amex,Rewards,16490,16922,11236,5375,18140,11682,2696,7665,16497,14715,7387.53
User_191,Kotak,Premium,17530,15071,10451,11273,16640,13557,13000,16421,12370,4582,7049.27
User_192,Axis,Cashback,11017,4254,2224,1876,9206,9394,18537,18950,16906,19344,5558.17
User_193,Kotak,Rewards,6751,9996,3800,9053,4227,17398,17332,6519,15963,10547,6120.72
User_194,ICICI,Travel,12254,3020,3581,1928,4467,6945,15066,14542,11829,2659,5020.44
User_195,Amex,Cashback,19431,19863,15433,10973,19533,11305,3583,17921,14444,8104,5262.52
User_196,HDFC,Premium,19518,4483,2278,5610,12587,18008,17581,2679,10096,5751,5816.57
User_197,Axis,Travel,15371,1513,17110,2328,8409,6088,13609,2523,15037,6391,3066.17
User_198,Axis,Cashback,5536,15879,11322,3063,3792,4086,16587,16600,7143,4459,3654.37
User_199,Kotak,Premium,661,16529,17477,14726,11654,12580,3890,6497,13193,17547,4536.68
User_200,Amex,Premium,1041,5593,13928,11666,17751,16563,10758,16544,5969,6756,6991.58
User_201,HDFC,Travel,1330,2151,18020,19694,10018,13758,16684,1519,10528,12948,5032.62
User_202,HDFC,Travel,1783,17543,18894,2233,19009,19055,16730,14972,13389,3971,7084.09
User_203,Amex,Cashback,8829,2597,14582,14430,10577,6897,3257,18784,19494,18333,4013.0
User_204,SBI,Travel,5517,16870,8499,10695,2596,15933,11095,16441,15578,5605,3536.13
User_205,SBI,Cashback,3339,3884,11351,10553,13993,17569,14639,8031,4783,8236,2655.12
User_206,Axis,Premium,13335,15761,1931,9567,5213,10057,9935,5498,662,2474,3562.2
User_207,Axis,Travel,17515,17789,2514,10333,8396,704,17465,9532,5847,3143,4952.41
User_208,ICICI,Travel,17758,6060,16392,15031,17573,4500,14789,17555,8427,16062,5882.96
User_209,Axis,Premium,12418,9635,6842,18333,12429,3039,4459,13683,5932,19245,3906.7
User_210,Amex,Travel,2253,18822,10623,16876,7088,6804,7845,15852,1097,19946,7508.03
User_211,HDFC,Cashback,10379,1072,8021,6671,18974,14492,12361,12964,2133,18401,4980.57
User_212,Kotak,Travel,4148,15677,13640,18421,14857,13868,3637,597,11907,13222,3478.77
User_213,Amex,Rewards,9035,5166,16509,17494,2227,2354,11300,5555,10771,19208,4771.68
User_214,Axis,Travel,9783,13671,6274,7019,11483,18633,15439,1281,16782,7323,5803.1
User_215,ICICI,Premium,7693,2613,16780,14065,10683,18461,9703,19158,16295,19310,6985.64
User_216,ICICI,Rewards,7352,3051,6911,16891,19439,975,10903,7739,7210,8578,5397.2
User_217,Kotak,Premium,14021,15389,7471,12031,15221,19706,5443,7030,11616,758,5933.11
User_218,SBI,Travel,2398,4635,7129,11668,1112,14703,17571,2807,7633,11705,2326.07
User_219,Kotak,Travel,6406,3091,15649,12650,7683,10602,17553,1783,1423,1625,2621.66
User_220,ICICI,Rewards,8938,16654,8504,10252,11092,4364,726,15536,12239,17148,4642.64
User_221,Axis,Travel,1145,16799,19874,14175,19388,11464,16587,14037,13769,9846,6622.24
User_222,Axis,Premium,9677,4579,3848,18599,11285,12828,6950,13730,5933,1598,3877.02
User_223,HDFC,Rewards,11939,9587,16521,6916,7480,18558,11601,8450,9622,13076,8122.38
User_224,Axis,Cashback,1589,5078,9627,10987,655,2458,11193,6844,6279,4330,2445.4
User_225,SBI,Premium,941,14978,5128,6870,10028,17832,12065,8679,16513,17343,3288.64
User_226,HDFC,Rewards,892,12630,18671,10949,18022,7918,2954,18261,15723,7201,7315.34
User_227,Kotak,Travel,3159,9531,15537,14470,6161,6642,12609,9287,10596,8972,3514.97
User_228,Kotak,Travel,15449,2250,18851,4588,15782,19830,10141,5575,10912,16186,3944.95
User_229,Kotak,Rewards,15932,11502,14447,14186,18415,13574,19874,4993,17817,1960,7102.58
User_230,Amex,Premium,11204,17169,17148,7316,12139,14924,14465,18646,11740,540,9230.66
User_231,Axis,Rewards,8759,17871,15349,16732,8304,5874,3024,9777,19363,10385,5177.76
User_232,Axis,Rewards,1278,1992,17544,18232,14115,12632,10678,8351,16788,7656,5339.94
User_233,Amex,Cashback,14135,9668,17611,11828,13819,842,1947,7081,12351,6817,2542.71
User_234,HDFC,Rewards,17289,15067,15368,10265,12966,18730,18362,11087,1271,16800,9287.29
User_235,SBI,Travel,14303,693,2507,18069,19278,11690,10484,9802,7929,2761,2724.13
User_236,HDFC,Travel,7216,9421,4878,8315,14278,13228,10832,10336,3300,8833,4627.89
User_237,SBI,Premium,6308,7296,10788,18209,18043,5150,5487,15700,5197,17224,3564.63
User_238,Amex,Cashback,17587,13105,5982,18684,5963,14360,5412,5148,1355,3366,4106.03
User_239,SBI,Rewards,17066,3612,4992,15614,2017,16518,18240,11931,8710,12095,4751.34
User_240,Amex,Cashback,9824,12031,7088,3811,1487,3821,16312,5115,16012,13646,4487.31
User_241,Kotak,Rewards,3552,1226,4260,2375,14469,4533,5943,17873,4244,17477,4459.81
User_242,Amex,Rewards,2274,11151,1435,13895,4308,17215,12141,19586,14876,6389,10318.03
User_243,Amex,Cashback,17085,19381,2342,10558,9601,12997,5158,11881,8044,8218,4787.53
User_244,Axis,Rewards,12277,2128,886,6531,6939,13892,19350,2782,2356,16170,4530.17
User_245,Amex,Rewards,5976,9928,5169,12836,9842,7564,7946,18315,6124,7961,6110.56
User_246,Axis,Cashback,14249,18014,3158,4000,2620,4520,10713,3759,10581,2323,3161.43
User_247,SBI,Rewards,13967,7490,3634,18954,17243,15934,15507,10733,16878,1641,4985.14
User_248,Axis,Premium,10635,13466,3861,8335,11672,16890,3767,7064,19490,11911,6137.18
User_249,SBI,Cashback,8111,17797,2511,18326,11746,14290,12238,15230,11620,18713,3810.32
User_250,Amex,Premium,1429,12451,16345,17938,16247,6244,18784,10149,7480,7569,6560.74
User_251,SBI,Rewards,5152,9870,8097,14825,4958,7091,16846,12326,19193,14638,4040.69
User_252,Amex,Rewards,2669,19056,6813,8815,8536,1285,6639,6844,19300,15473,5152.55
User_253,Axis,Cashback,4307,7651,9993,12855,3736,16348,2852,2432,11413,9056,3489.0
User_254,Kotak,Cashback,5998,11082,17830,14365,10069,18323,5357,840,11681,17266,3811.65
User_255,Axis,Cashback,8991,638,858,10214,2127,16496,5504,13783,7152,2651,3114.59
User_256,Kotak,Cashback,12427,7405,19718,12952,16712,19451,1807,15352,3160,10903,4690.49
User_257,Kotak,Rewards,10738,6707,1640,2208,4130,10985,12521,17359,8184,1707,5765.58
User_258,Axis,Cashback,1057,16383,14393,1382,5261,6367,13369,7666,13482,8429,4053.45
User_259,Axis,Travel,14027,2954,18830,13491,3308,7142,4325,4036,15809,4302,3185.22
User_260,ICICI,Premium,18854,6642,19703,9594,864,16188,2363,16999,7584,8516,5240.06
User_261,HDFC,Cashback,15572,4435,13627,14982,8242,16665,2990,13824,18608,19651,6540.98
User_262,ICICI,Premium,3920,6345,4406,19837,12913,776,18883,18111,6837,12444,5860.81
User_263,SBI,Premium,12806,11003,19725,4708,12090,11386,13366,1588,3863,524,3947.62
User_264,Amex,Cashback,10459,13435,8568,19119,7795,8892,11890,8948,10933,15538,4829.19
User_265,HDFC,Travel,16243,9105,2514,1881,1598,9601,687,12448,10707,2592,3714.45
User_266,Amex,Rewards,5742,9049,5685,15771,6276,12949,8323,16217,7855,6965,7734.57
User_267,ICICI,Travel,13824,10850,3055,3451,18122,5227,6186,4201,3280,18472,4325.4
User_268,HDFC,Cashback,16092,936,3328,2056,13864,15561,11076,17066,7690,6065,5196.93
User_269,ICICI,Travel,2089,659,12645,15873,7055,16737,9703,8744,15243,13833,4952.15
User_270,Kotak,Rewards,19191,1728,6090,6085,9727,6546,12737,16149,5445,8427,5812.83
User_271,ICICI,Rewards,13886,7516,14527,16420,14252,18768,18693,3667,12489,14587,11005.2
User_272,HDFC,Travel,15775,5776,9359,8318,5228,19508,6238,6293,5023,6071,4710.64
User_273,Axis,Travel,15746,10880,2724,8889,16427,12184,11140,9162,6861,2448,4341.86
User_274,HDFC,Premium,12492,6818,12680,734,15872,1022,13218,10321,6332,13320,3739.58
User_275,Axis,Rewards,6342,1816,13700,18008,15706,19471,1878,2019,8435,6593,3991.62
User_276,SBI,Premium,9583,6074,13824,2757,13911,15733,16387,2505,18900,11360,4272.29
User_277,Amex,Cashback,18635,15109,16863,17423,15323,18345,9047,12015,734,15062,5577.58
User_278,Amex,Cashback,4713,10793,2173,2600,12349,18699,4341,10697,8516,7511,4934.13
User_279,Kotak,Travel,17558,9078,2658,19545,2564,3753,13328,1901,15693,12596,3315.88
User_280,Axis,Rewards,11523,12450,11204,10843,12367,3245,4366,12456,6318,19106,3941.03
User_281,Kotak,Cashback,15993,18408,8724,4525,19450,19687,6655,14339,1219,15390,4962.85
User_282,Amex,Premium,17856,19091,4926,13012,15564,14267,11808,11977,13403,9180,9225.87
User_283,Amex,Travel,1602,5743,7114,16799,9207,14413,1130,12408,11347,9671,5300.13
User_284,ICICI,Rewards,17161,17116,10244,6190,13901,8159,11101,12204,525,15884,7587.61
User_285,ICICI,Rewards,9152,13879,7506,18878,9182,1572,715,10415,10284,19490,3680.59
User_286,HDFC,Travel,3813,11533,10468,16741,6439,15196,15294,2795,2196,11685,4905.57
User_287,Kotak,Rewards,12501,14850,19667,4144,6920,12337,19529,6853,11041,2432,6080.31
User_288,Kotak,Rewards,5585,6137,1616,11259,12191,992,9311,6974,14885,10238,3889.82
User_289,Axis,Premium,10297,15107,13367,19627,8366,15949,11185,5951,9048,7686,5458.24
User_290,Kotak,Travel,1119,1382,4142,1796,14622,3395,17813,5866,9211,19293,2683.97
